"contactID","timestamp","customerID","cuJob","cuPhone","premiumCU","cuCreditIndex","cuHistoricSpend","talkTimeSec","holdTimeSec","wrapUpTimeSec","dispositionCodes","socialMediaClout","preCallWaitSec","Ysurvey"
"PH10-60965-62374-86104-6438","1993-11-21 23:06:46","CU10-56360-guhr-52028587","Garment/textile technologist","1-646-102-0592x7402",0,-2.62539510434488,292.205971539658,107.821560099726,8.61005706348683,3.93982122426653,"R",0.494404269882136,28.4337601293718,"1"
"PH10-66641-51473-69389-5494","1992-04-15 08:47:17","CU10-83080-69056-5669-8635","Stage manager","079-389-7459x617",0,0.727401222489094,179.298461781645,141.327393534509,45.1042333414924,0.519346042061961,"F",0.519228294602328,29.6898680015532,"0"
"PH10-29302-83744-28693-2741","1940-08-10 06:10:56","CU10-6195-aphb-13702522","Engineer, materials","01854777291",1,1.69949733466076,197.958716423363,155.373594385608,23.3867796363863,11.2859629966159,"N",0.663375587287077,33.6062872297186,"0"
"PH10-31729-30338-15988-495","1981-07-10 23:32:16","CU10-45427-30533-92740-1766","Location manager","1-612-990-0489x958",0,-2.92973277595687,249.852254497457,196.947849292038,15.5032773429128,3.3301853410156,"Z",0.537088637891874,37.9566181507507,"0"
"PH10-52616-91473-83150-553","1968-11-28 08:02:10","CU10-91623-vmlq-16950325","Market researcher","161.299.1547x951",0,1.4133543531943,205.649358255651,129.231695338564,8.59778884536405,12.6590611642537,"X",0.606545976292802,33.31119226844,"0"
"PH10-30536-50779-18191-7619","1966-09-29 17:17:56","CU10-62839-53102-96306-7838","Forensic scientist","(247)913-2540",1,0.358024922757718,231.837777941972,114.117616653731,45.1486905527804,11.5465016827776,"B",0.442028610198285,20.0030214132555,"1"
"PH10-99214-80753-55377-6498","1942-03-28 07:47:50","CU10-79633-71069-16490-7389","Primary school teacher","689-547-2314",1,-1.99380336494023,163.861898985088,220.454974501432,22.3681218831411,11.3494840769621,"K",0.44701624427792,29.8423417138187,"1"
"PH10-33043-50249-67741-4900","1979-09-19 22:58:31","CU10-96956-irvh-61442244","Academic librarian","493-291-1694x92148",0,-0.781180399185918,114.25954309302,265.411778770084,25.201698498646,10.9197014079045,"O",0.356548759784768,35.9240291316697,"0"
"PH10-7470-31037-71754-5094","2018-03-19 01:38:43","CU10-68543-42870-31364-8834","Secondary school teacher","930.336.9919",0,-0.978023501433376,163.433854592684,249.857724690525,6.4341735446879,13.8082945193281,"I",0.749350322101452,42.9743763849794,"1"
"PH10-49446-75144-17547-8498","1978-08-03 21:34:00","CU10-87143-qkga-55036588","Journalist, broadcasting","725-279-9658",0,-1.09133418142925,122.254107305982,126.970250504082,16.7148590653084,5.39342716912194,"A",0.39494864561625,19.7476072331577,"1"
"PH10-31786-afqh-50854805","1995-02-22 17:36:46","CU10-55004-udsk-82638698","Banker","(700)883-6902x5519",0,-1.14439640362045,190.729833768194,127.033604325155,29.9847621999416,8.44177989570767,"M",0.535045457936823,22.1133913228851,"1"
"PH10-12235-89293-1561-7852","1988-12-04 22:35:26","CU10-76026-pgfh-12555277","Surveyor, mining","452-957-7778",0,-0.73189802432672,191.335844674534,220.403168981797,38.6785856733012,0.0875262064064892,"R",0.430814753151461,22.623994018243,"0"
"PH10-38487-7098-32132-6717","1980-03-18 23:22:05","CU10-15584-9320-44113-6156","Industrial/product designer","292-098-0115x1775",0,-0.424076868400922,103.682260098401,178.983135672878,24.0713228445436,7.77104128754469,"V",0.294598193911508,39.1365740490642,"0"
"PH10-14347-oevi-31087146","1989-10-27 21:06:32","CU10-2593-86733-4282-9824","Wellsite geologist","630.467.1439x060",1,0.0787833480974746,108.240170686551,195.124080623732,23.3650795624544,8.4179930978264,"C",0.454307690745961,37.6034068339007,"0"
"PH10-16722-90051-13494-1402","1942-02-13 17:05:54","CU10-4480-51727-40658-9256","Contractor","(172)198-9240x74284",1,0.957103901537787,142.496198153935,194.787626081861,3.76940676209974,1.80691682507993,"G",0.400834541524876,25.3186960699624,"1"
"PH10-30089-2768-31033-7446","1967-12-14 05:13:14","CU10-60270-10141-91685-710","Broadcast presenter","02912165507",1,-0.663837659040767,129.345956349734,234.994522827987,21.2644030745348,0.222206433011851,"I",0.326545330778354,26.4935492540152,"1"
"PH10-28097-20499-13460-3323","2006-11-01 14:06:56","CU10-2170-59042-62310-8466","Counsellor","246-345-9803",0,0.0064081404311398,164.874672235772,164.661060755402,46.7336443367874,17.4155665624732,"X",0.575344739585224,31.7598329787882,"0"
"PH10-43609-3960-71358-1097","1980-01-06 06:22:06","CU10-51464-6815-63773-1879","IT sales professional","05070635480",0,-0.973909313766563,235.761801030752,282.136218194284,30.0562484179145,0.916148497448092,"Q",0.511996665114522,23.1415994615178,"0"
"PH10-22043-xzgc-79716065","1994-04-12 11:55:17","CU10-88241-osul-14890384","Marketing executive","(012)882-4472x29801",0,-0.62502450178441,142.129568175379,161.978359808116,4.69509984776483,15.1975277375326,"M",0.255706686946361,25.542537877119,"0"
"PH10-99459-ymgf-50325566","2004-12-12 12:54:37","CU10-98993-25439-21172-8993","Geophysicist/field seismologist","843.898.6471x454",1,3.46288702303331,234.635318681418,248.558513735572,43.631238126883,8.663198780453,"D",0.631996017864915,45.7561704841594,"0"
"PH10-96225-63445-12830-4287","1964-08-27 23:09:41","CU10-17976-1013-403-243","Food technologist","(586)866-6846x8143",1,-0.134590618160464,179.21559678043,215.540273252474,13.5196497571992,1.16239734085506,"X",0.497051862721412,27.3032785168011,"1"
"PH10-90825-pzul-98363512","1970-07-19 07:27:40","CU10-21653-83437-31753-5415","Multimedia programmer","(143)415-7884x3869",0,-0.0396318058017575,150.786320508748,165.007148301964,14.8197584946645,15.5921801128399,"U",0.196901660645058,28.2005063138125,"0"
"PH10-35762-62784-74185-5702","1929-03-11 19:14:43","CU10-89500-cnuh-32225892","Financial controller","1-625-573-8170",0,0.0694807275818154,203.340135525179,155.594555394408,30.3893465381836,6.08677699317075,"C",0.591995346436354,16.314889849068,"0"
"PH10-43959-fcuz-98816744","1970-11-22 01:24:45","CU10-43823-11584-24452-681","Counsellor","+28(7)1805798671",1,0.833304310913235,118.477149612946,170.921261868261,28.3463640969452,6.87927706787274,"Z",0.354936494032811,18.3822792975286,"0"
"PH10-37622-oknj-22484653","1982-12-12 02:38:58","CU10-36462-54101-20517-8018","Agricultural consultant","(735)301-3494x203",0,-0.235188891599529,175.631797201272,195.173358896844,45.086528733082,4.51640631558499,"H",0.240971337983359,48.8548178388402,"0"
"PH10-43158-7364-80259-3319","1933-03-20 06:47:50","CU10-15278-qoje-13502234","Lecturer, further education","711-390-3784",0,-2.34916376325311,254.595680186048,149.867064245165,28.3766158227347,10.8323897278903,"E",0.425127700328019,29.1466154736622,"1"
"PH10-70912-lisj-56088768","1960-02-24 09:39:27","CU10-4980-fyqa-33429566","Electrical engineer","282-388-6424",1,1.06937480603213,235.405253117632,158.01879304893,40.693664365434,7.1496900333367,"Q",0.611378961164548,26.9413028001277,"1"
"PH10-47931-34548-60110-853","2011-04-20 08:15:37","CU10-40046-28526-65182-1491","Facilities manager","068.976.5900",0,-1.77841419844446,118.658117912163,123.102086775796,1.35422853508679,3.86682997315575,"A",0.321467958032541,31.4136425902473,"1"
"PH10-84186-qhro-99251598","2001-01-18 18:19:18","CU10-71347-98284-28758-8765","Race relations officer","(369)769-3040x63178",1,-0.30704368416538,214.228736634929,157.413090065927,40.5292673071528,17.9411230429953,"V",0.64898116659185,37.2136741800412,"1"
"PH10-81026-82202-83485-7353","1926-11-04 02:43:19","CU10-79571-49828-94611-4501","Chief Financial Officer","1-320-556-6656x2521",0,-1.20599650363117,195.362349976516,263.98590562583,19.8265536317616,7.60061920768975,"R",0.391632168534211,37.6356749526844,"1"
"PH10-66108-nhsm-73230214","1992-04-24 07:46:17","CU10-61350-39596-40455-7377","Information systems manager","(377)832-8763",0,2.87450638432539,189.143823178761,198.918430412966,11.4948226593675,7.17744372936157,"M",0.399050063708022,42.2604083238552,"0"
